Club,Ball,Club Speed,Attack Angle,Club Path,Low Point,Swing Plane,Swing Direction,Dyn. Loft,Face Angle,Face To Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Spin Rate,Spin Axis,Max Height - Dist.,Max Height - Height,Max Height - Side,Last data Point - Length,Last data Point - Side,Last data Point - Height,Last data Point - Time,Carry Flat - Length,Carry Flat - Side,Carry Flat - Land. Angle,Carry Flat - Ball Speed,Carry Flat - Time,Total,Side Total,Dynamic Lie,Impact Offset,Impact Height,Curve
,,[mph],[deg],[deg],[in],[deg],[deg],[deg],[deg],[deg],[mph],[],[deg],[deg],[rpm],[deg],[ft],[ft],[ft],[yds],[yds],[yds],[s],[yds],[yds],[deg],[mph],[s],[yds],[yds],[deg],[mm],[mm],[ft]
Driver,Premium,87.5246063,0.858,-1.451,-1.299212598,46.232,-2.273,14.349,3.886,5.337,124.7351467,1.4252,11.872,2.873,3302.36,-4.873,354.0928908,62.91810996,9.774370573,189.097821,2.831082548,-1.351227283,5.22791,186.7696669,2.87739362,32.54019336,63.03991176,5.13791,212.5951255,2.270018769,,,,-19.4593113
Driver,Premium,88.9115068,1.157,-2.112,-1.692913386,47.315,-3.179,13.241,1.565,3.677,128.5486757,1.4458,10.871,0.825,3163.32,9.473,343.2386754,54.68560672,18.90146519,186.854459,15.05383016,-2.801322994,4.94948,181.9185803,14.33785205,29.57525603,65.09838824,4.76948,211.312635,18.4227092,,,,35.17549436
Driver,Premium,87.80422334,-1.524,0.193,2.244094488,45.379,1.697,17.568,-0.393,-0.586,124.8523622,1.4219,14.023,-0.279,4396.01,-8.71,344.9895313,71.36927244,-16.452716,176.9519192,-12.04480456,4.487092379,5.03921,183.5241466,-12.74908025,35.46783839,62.88221331,5.29992,205.2854884,-15.12032469,,,,-35.57227947
Driver,Premium,90.61828919,-1.291,-3.052,1.850393701,48.109,-1.894,12.007,-2.247,0.805,128.4379474,1.4173,9.118,-2.426,3691.65,-2.848,339.0358252,46.25313464,-20.49744247,185.7080312,-14.46052758,-3.627495155,4.82509,178.7447735,-13.63456185,26.76103627,64.38524875,4.57509,209.4955124,-17.23256092,,,,-18.23487425
Driver,Premium,88.7079456,1.094,-0.512,-1.57480315,45.77,-1.577,15.696,-2.2,-1.689,124.718146,1.4059,13.545,-1.942,2681.88,2.05,356.0862454,65.9671766,-9.503208365,191.7542242,-4.789530333,-3.426692849,5.41634,186.7446663,-4.696106123,34.0968788,62.36491156,5.21634,211.7351866,-5.212934654,,,,4.898869819
Driver,Premium,89.90694345,-0.567,-2.032,0.866141732,44.624,-1.458,12.782,-0.463,1.569,129.2891016,1.438,10.193,-0.775,3346.6,-0.032,366.2715872,53.7477535,-5.05254639,195.9053289,-3.274273859,-3.734433485,5.20113,189.5904809,-3.112092909,29.80490922,62.67209094,4.96113,217.4455017,-3.827485085,,,,-1.643321626
Driver,Premium,88.59833572,-0.138,-0.215,0.196850394,43.422,-0.069,15.41,-3.463,-3.248,128.0209825,1.445,12.474,-2.827,3812.65,-9.171,366.1664077,68.26738275,-39.00795837,194.4827273,-28.42806504,-1.282046416,5.32794,192.3510477,-27.90555786,33.43953442,65.77855105,5.24794,218.1389549,-34.16546673,,,,-55.45537405
Driver,Premium,89.29625984,-0.917,-0.372,1.496062992,41.585,0.661,14.684,-2.874,-2.502,128.9877863,1.4445,11.963,-2.423,3530.16,-4.417,375.6665808,67.50587553,-29.3061349,190.8552522,-19.95510409,3.081135883,5.1573,195.8404789,-20.78648963,32.63510213,65.27439901,5.34183,221.7252856,-25.06158373,,,,-37.60554162
Driver,Premium,89.56021832,-1.195,-0.915,1.850393701,44.286,0.31,14.233,-3.322,-2.406,127.0096636,1.4182,11.425,-2.87,3584.49,-0.973,356.7810009,58.60451102,-23.0996204,188.5301938,-16.00484014,-0.409594699,5.11809,187.7235659,-15.89185239,30.39087219,63.91178222,5.08809,214.8240274,-19.71981405,,,,-19.51902164
Driver,Premium,87.24275233,0.013,0.147,-0.039370079,44.347,0.134,15.298,-1.333,-1.48,128.3059681,1.4707,12.219,-1.024,3940.15,-3.876,375.8511831,70.1566395,-20.77087786,194.7218466,-17.20164937,0.639988647,5.47401,195.6183013,-17.34684628,34.12374866,61.62054042,5.51,218.1262362,-21.11703256,,,,-41.58573208
Driver,Premium,89.12848962,-0.779,0.41,1.220472441,43.186,1.241,15.278,-2.415,-2.825,127.7055744,1.4328,12.534,-1.914,3533.51,-7.344,364.4591304,70.91136145,-29.55869611,185.6344832,-20.88461951,3.794133597,5.15874,191.3156822,-21.92951743,34.85956289,63.80769809,5.37915,215.5314568,-26.28710164,,,,-46.70871583
Driver,Premium,89.59153543,0.046,-0.805,-0.078740157,46.088,-0.849,12.362,-0.658,0.146,128.9367842,1.4392,9.798,-0.689,3283,-0.957,355.9307038,51.35632135,-4.376339716,194.8698705,-2.102815987,-4.594092084,5.07491,186.7235752,-2.041055387,28.02261178,65.76933943,4.78491,217.7289333,-2.206779296,,,,0.612943191
Driver,Premium,89.44837151,-1.159,-0.342,1.732283465,44.524,0.837,15.518,-2.31,-1.968,127.6335451,1.4269,12.484,-1.938,3871.69,-8.616,358.6247462,72.38398933,-33.47861131,190.5463842,-25.89048538,-0.958549473,5.43219,188.9987968,-25.51190703,34.73378591,64.66948227,5.37219,212.8190224,-31.21968025,,,,-57.49273379
Driver,Premium,88.92045455,-0.591,-1.639,0.866141732,45.746,-1.063,13.058,-0.566,1.073,127.6601646,1.4357,10.469,-0.775,3292.89,2.054,349.1969872,55.75228629,-3.243094053,187.8283768,-2.552752206,-2.903012001,5.03443,182.8854989,-2.41808705,30.17836622,65.45104124,4.85443,212.57777,-3.216475785,,,,0.166820775
Driver,Premium,87.93396564,-0.15,-1.834,0.236220472,46.39,-1.691,14.436,-0.352,1.482,127.6147548,1.4513,12.191,-0.588,2859.03,-0.3,358.5496287,57.76835234,-5.520842987,189.946209,-3.963777779,1.352097057,4.88731,192.3746082,-4.042540474,29.2852188,65.60337228,4.97381,222.9124988,-5.058515249,,,,-6.205640545
Driver,Premium,90.73908375,-0.525,-1.66,0.748031496,46.849,-1.168,11.811,-0.578,1.082,129.028946,1.422,9.534,-0.782,2929.15,4.79,343.080831,47.22880092,3.115512945,187.4274686,3.812153117,-3.428929569,4.74057,181.0257586,3.562445448,26.85349652,67.18306603,4.52057,214.5167852,4.985647434,,,,18.09685194
Driver,Premium,89.17993916,-1.307,-1.741,1.929133858,45.516,-0.457,17.034,-4.404,-2.663,124.6646832,1.3979,14.325,-3.991,3389.45,-9.033,351.2804277,70.80326847,-41.18087625,189.0947952,-27.99523251,-1.255588702,5.26762,187.2338983,-27.59350716,34.49926065,66.22461737,5.19762,212.5702334,-33.08748249,,,,-43.91234643
Driver,Premium,90.03444882,-1.031,-0.685,1.496062992,45.103,0.342,14.583,-3.531,-2.846,127.5067108,1.4162,11.934,-3.031,3409.89,-5.254,363.4213275,57.55066831,-28.49334963,196.8029866,-19.64252421,-1.586580532,5.11895,193.9782309,-19.21133879,29.09568182,66.43350669,5.01895,224.4993719,-23.90458096,,,,-26.9341415
Driver,Premium,91.19541875,-1.214,-2.356,1.732283465,46.394,-1.2,12.054,-3.01,-0.653,128.0408912,1.404,9.182,-2.865,3655.81,-5.729,347.4762684,48.85022371,-26.31847138,187.4600203,-16.84425214,-3.501684283,4.97537,181.2072848,-16.08539767,28.05598128,63.48048267,4.74537,210.3150638,-19.60029809,,,,-21.13137315
Driver,Premium,92.00966356,-0.125,-2.623,0.157480315,48.262,-2.512,11.288,-2.243,0.38,135.4740068,1.4724,9.271,-2.312,2715.48,8.778,345.6103958,41.10422975,-2.588017331,196.2124219,2.611541941,-3.344730053,4.56258,188.4512503,2.122574464,22.46084706,69.68252302,4.31258,227.8732636,4.504418979,,,,29.16806412
Driver,Premium,90.34314603,-0.422,-3.026,0.62992126,47.347,-2.638,11.306,-1.354,1.673,133.8652022,1.4818,9.527,-1.613,2389.88,2.588,358.4013461,45.6421679,-5.712415258,202.3606139,-1.646113728,-4.72667419,4.85718,192.6144219,-1.745768708,24.31585317,69.2804882,4.53718,230.6389497,-1.431535065,,,,11.02948889
Driver,Premium,90.31853973,0.161,1.531,-0.236220472,49.153,1.67,15.738,-3.998,-5.529,127.414549,1.4107,13.195,-3.058,3417.73,-12.659,378.5869518,72.12830106,-42.24003332,5.93466416,-0.330369014,1.407602759,0.0992475,195.290753,-29.46034352,36.34074607,57.53667506,5.75446,214.584701,-34.07018437,,,,-57.3584232
Driver,Premium,88.30977094,1.83,-4.675,-2.480314961,44.057,-2.782,20.459,3.647,8.322,124.0159717,1.4043,17.529,2.243,3960,15.431,368.6950714,95.44796803,44.5413002,6.357372148,0.271850458,2.034160921,0.111892,187.9093598,32.69382363,44.07968409,58.42622212,6.22191,201.209802,36.34133316,,,,76.27978966
Driver,Premium,86.97208304,0.945,-2.758,-1.181102362,48.715,-1.928,18.923,3.647,6.405,126.1202577,1.4501,16.12,2.588,3730,12.536,380.1684743,90.75878584,41.58868249,6.401433915,0.306820749,1.875158182,0.109892,193.9272509,29.43136496,42.29447642,58.28550055,6.1852,208.9193392,32.9637713,,,,62.23869517
Driver,Premium,89.98523622,-2.748,-1.718,4.015748031,47.138,-4.271,17.737,-0.986,0.732,129.4123568,1.4381,14.687,-1.101,3921.5,1.294,396.1979874,92.29835188,-4.551346312,6.182589417,-0.117049726,1.650306546,0.102644,199.3063148,-1.538170637,42.88723735,58.13613481,6.31779,213.5679833,-1.521052568,,,,6.874946102
Driver,Premium,88.7571582,-0.405,-1.446,0.551181102,47.64,-1.815,11.579,-2.897,-1.452,128.7567108,1.4507,9.203,-2.604,3060.57,-4.443,363.0085192,47.15420175,-22.70295222,5.601017615,-0.258177073,0.916060107,0.0911955,189.5416955,-14.12729544,27.07546387,58.87117058,5.00729,217.289775,-17.01880556,,,,-16.57579161
Driver,Premium,90.5019685,-0.307,-0.245,0.433070866,47.06,-0.531,13.984,-1.645,-1.4,128.6871421,1.4219,10.829,-1.328,4049.76,-3.573,381.5288494,68.19107942,-15.80976142,6.011607555,-0.143646621,1.17540723,0.0987261,192.3705635,-10.16223345,36.58221202,55.65033099,5.73788,209.7355923,-11.53575131,,,,-17.12210592
Driver,Premium,88.05252326,1.433,-1.526,-1.88976378,48.543,-0.259,13.065,-1.93,-0.404,128.6562724,1.4611,10.547,-1.84,3218.6,-1.269,376.1579108,57.55675266,-14.00587347,6.316328993,-0.204306006,1.190784119,0.103587,194.6325183,-8.013911038,31.24131515,57.72755499,5.38492,218.2489571,-9.194271808,,,,-5.297138734
Driver,Premium,90.51539012,-0.095,-0.119,0.118110236,48.846,-0.202,17.219,-0.07,0.049,130.6824893,1.4437,15.274,-0.076,2523.72,0.103,400.8777498,80.34412029,-0.353296773,6.306460572,-0.008222299,1.731528794,0.103748,211.8458902,-0.131425004,36.03224112,61.71118044,5.92159,235.2284563,-0.131015393,,,,0.448734015
Driver,Premium,89.37007874,-0.611,-2.352,0.866141732,43.68,-2.992,18.043,-1.013,1.338,129.6722888,1.451,15.396,-1.214,3417.86,2.584,402.0191052,92.08733579,-2.932425849,6.337838354,-0.130897928,1.769585377,0.105343,204.6660247,0.103203528,41.6723173,59.11463657,6.3131,220.9454558,0.395865169,,,,13.31813965
Driver,Premium,90.12168933,-0.191,-1.998,0.275590551,47.416,-2.173,15.675,2.752,4.749,126.3211346,1.4017,13.803,2.166,2453.83,10.737,363.1499683,62.56878652,27.15495013,6.323437205,0.249711991,1.555213186,0.106849,195.8539881,20.09902268,31.07114809,61.59990706,5.29318,222.9215944,24.58956772,,,,38.1644273
Driver,Premium,89.1642806,-1.313,-1.456,1.850393701,47.194,-2.672,11.463,-3.902,-2.446,130.9111042,1.4682,8.859,-3.393,3446.78,-7.008,379.4833807,52.1369433,-34.12424811,5.976798135,-0.361036364,0.947111235,0.0957519,193.953106,-21.34298412,29.66628458,57.10577658,5.27338,218.0662242,-25.21417783,,,,-29.68884841
Driver,Premium,91.75465283,-1.175,-2.473,1.57480315,46.957,-3.571,18.49,-0.795,1.678,131.7743379,1.4361,15.292,-1.084,4200.01,3.069,405.1340659,102.4378953,-0.000555844,6.226073081,-0.11337028,1.738238836,0.101847,201.5167286,2.018381247,45.5198436,59.04524004,6.55679,213.6077902,2.392468506,,,,17.49051216
Driver,Premium,90.98514674,-0.846,-4.786,1.181102362,47.537,-5.56,16.272,-4.821,-0.035,133.0077845,1.4619,13.479,-4.815,3688.33,-0.074,412.7544243,88.61428474,-34.00491121,6.269619609,-0.526389642,1.531020675,0.100683,207.5800584,-17.55796315,41.09106311,58.25938032,6.30991,223.1854156,-18.88597795,,,,-0.403309476
Driver,Premium,93.00957409,-1.126,-1.793,1.57480315,47.743,-2.816,17.674,-0.477,1.316,133.4949893,1.4353,15.476,-0.64,2920.62,2.526,421.2425012,92.3575047,0.436758323,5.984777902,-0.064199152,1.674448514,0.0964808,216.8998479,1.869336962,39.93294069,60.80853487,6.3465,235.9283332,2.353800462,,,,12.87562361
Driver,Premium,89.65640659,0.175,-1.58,-0.236220472,50.818,-1.437,18.884,-1.432,0.148,128.443316,1.4326,16.48,-1.452,3066.2,0.284,399.4901662,92.64332884,-9.300560758,6.467321345,-0.163491006,1.932564078,0.109115,205.9928456,-4.754297848,41.05432513,60.07683559,6.28026,223.6136194,-5.128511188,,,,1.396762469
Driver,Premium,91.44595562,-2.169,-3.37,2.952755906,46.494,-5.431,17.341,-2.656,0.714,130.641777,1.4286,14.593,-2.762,3567.01,1.326,404.3798121,90.4058109,-16.15958454,6.39256385,-0.306239465,1.691157804,0.105082,204.7628137,-7.549533906,41.50601518,58.6305035,6.30079,220.791062,-7.99349748,,,,6.958499878
Driver,Premium,91.23344667,-0.325,-3.115,0.472440945,45.864,-3.43,18.063,-0.072,3.043,132.2561739,1.4496,14.805,-0.639,4336.53,5.939,404.4838402,100.6824389,10.08060832,6.32087824,-0.061655588,1.708936918,0.102815,200.8541796,9.074528652,45.27220094,58.67369446,6.52102,212.8299728,10.10801218,,,,33.93506308
Driver,Premium,94.37186829,1.358,-1.637,-1.771653543,49.031,-0.457,16.646,-7.015,-5.378,130.9817913,1.3879,13.733,-5.946,4017.94,-12.483,396.3263955,86.94457355,-67.02500189,6.33767032,-0.673694561,1.578790305,0.103535,199.4769729,-42.38209868,41.34975549,57.52081605,6.19449,214.0723351,-46.7741463,,,,-65.8855038
Driver,Premium,91.23120974,1.23,1.597,-1.57480315,51.384,2.579,16.775,-3.852,-5.449,126.6197656,1.3879,13.853,-2.782,3894.57,-12.437,376.3329513,79.46669994,-42.0244738,6.30408581,-0.322997998,1.579988542,0.106591,191.6893288,-29.2097678,39.58979128,56.87364272,5.94012,207.5436594,-33.0067451,,,,-59.9404907
Driver,Premium,100.317645,,,,46.461,-7.182,11.742,-3.487,,138.357194,1.3792,9.878,-3.556,2563.04,-9.726,384.2340054,49.82567875,-39.63289384,187.1085226,-23.00634379,6.949355649,4.3287,203.5979616,-25.79942959,25.51126795,66.16198769,4.88096,238.3729939,-31.66871269,,,,-39.67073487
Driver,Premium,101.1632069,-4.158,-3.848,6.141732283,47.39,-7.682,12.563,-3.083,0.765,141.4430476,1.3982,9.992,-3.204,3614.83,7.984,414.9534571,67.48278795,-5.726087306,219.6229799,2.54286366,-3.925826863,5.70678,213.6240641,2.092826076,32.62588828,63.9015082,5.47678,239.6809145,4.083203027,,,,42.08606693
Driver,Premium,100.2661954,-2.293,-4.101,3.503937008,47.246,-6.223,12.482,-7.249,-3.148,140.8296797,1.4046,10.448,-6.804,2908.51,-13.022,388.2390871,55.6153805,-66.7432009,197.1829903,-39.59422186,4.91232116,4.55582,207.7785472,-42.33088631,26.71088323,70.49608162,4.89484,244.1096794,-51.7546206,,,,-53.7984867
Driver,Premium,99.57050823,-2.498,-3.529,3.74015748,47.151,-5.848,12.286,-4.959,-1.43,141.3886901,1.42,10.034,-4.736,3176.42,-1.906,418.6031261,67.53798125,-39.08220676,216.8877438,-22.41480361,0.615352724,5.51833,217.6568223,-22.50854448,30.76286175,65.4365646,5.54627,247.284613,-26.10382196,,,,-13.67182228
Driver,Premium,98.86139943,-1.444,-2.605,2.244094488,48.263,-3.894,8.354,-10.672,-8.067,140.7719667,1.4239,6.598,-9.205,3187.78,-4.713,370.1052828,37.72699855,-69.72103543,192.1040397,-40.59575732,0.186267513,4.4511,192.5514084,-40.70910775,21.91766842,65.64731844,4.46613,228.4928938,-49.98749949,,,,-30.23759414
Driver,Premium,99.74051539,-2.598,-4.125,3.464566929,50.903,-6.239,16.515,0.816,4.941,128.0297065,1.2836,13.545,0.011,3902.5,14.049,356.5637083,71.75569833,31.33894744,195.4746613,29.03665669,-3.017832013,5.34714,191.0106595,27.76248981,33.6236862,69.41420399,5.18714,217.5781829,35.25438829,,,,83.17862191
Driver,Premium,99.91052255,,,,43.179,-10.575,9.503,-5.582,,140.5214298,1.4065,7.605,-5.613,2648.48,-8.222,346.5044717,33.73295013,-43.10749997,216.1244047,-31.09763385,-12.7722561,4.9309,187.766017,-26.03886782,19.37829722,72.5846847,4.0409,231.7417397,-33.65039217,,,,-23.17895086
Driver,Premium,100.1386901,,,,43.296,-9.495,11.244,-7.745,,141.27483,1.4108,9.295,-7.508,2753.32,-4.965,359.4840543,44.80418985,-54.90931562,197.5412144,-33.24006708,-0.867881917,4.36793,195.3386615,-32.81294579,22.92782098,74.65467678,4.30222,238.4930172,-41.1855049,,,,-22.11137503
Driver,Premium,100.9506979,-1.919,-4.106,2.637795276,48.741,-5.791,14.059,1.532,5.638,130.2002058,1.2897,11.784,0.7,3123.2,15.593,363.3867099,59.0125913,30.64949639,190.9640642,24.50836201,2.694942204,4.86184,196.0245931,25.63786103,28.63981248,65.70871079,5.0404,226.7689718,32.61145764,,,,69.78505836
Driver,Premium,101.1542591,,,,47.37,-7.953,7.742,-8.689,,144.8888243,1.4324,5.652,-7.867,3227.95,-3.776,402.211367,36.9155853,-64.79086487,187.4507605,-32.61411719,5.523771674,4.17762,203.5335835,-35.84892522,21.85368689,62.78130781,4.7259,237.9771935,-42.67515359,,,,-24.26579099
Driver,Premium,98.9150859,-4.616,-3.903,7.283464567,45.69,-8.423,14.855,-0.333,3.57,138.6025859,1.4012,11.409,-0.988,4823.05,24.047,390.2999497,76.9721355,50.26443048,164.8121188,27.45579633,20.14808896,4.12122,204.4912443,39.02709574,35.30600533,64.37177904,5.6148,225.8548496,45.14905709,,,,127.4475735
Driver,Premium,101.4472978,,,,43.326,1.502,2.881,-6.295,,143.8645311,1.4181,4.973,-6.286,2990.04,-8.691,346.6603637,24.30217028,-51.95505663,193.8779255,-36.08439152,-5.001731606,4.36655,179.2193303,-32.10637182,16.37429024,68.52885955,3.89655,222.095021,-43.50201206,,,,-37.82342271
Driver,Premium,99.51011095,-4.086,-5.531,6.25984252,46.209,-9.458,11.538,-7.364,-1.833,137.1432087,1.3782,9.421,-7.11,2903.09,-3.413,395.7149426,52.07942191,-54.07786329,197.0332094,-28.09470151,4.9535564,4.76933,207.7530158,-29.65883754,26.63303821,63.87609196,5.14965,239.107056,-34.20903301,,,,-11.93878961
Driver,Premium,97.82793486,-3.26,-4.377,4.960629921,47.332,-7.387,9.955,-9.865,-5.488,140.2995258,1.4341,7.883,-8.989,3128.72,-9.688,346.0544927,37.41580297,-67.94255551,193.0829058,-43.67307992,-4.272274807,4.47429,183.3432031,-40.81537259,22.14295514,68.59959153,4.15429,221.4886554,-51.85851441,,,,-37.15955843
Driver,Premium,101.297423,,,,44.968,-10.495,19.156,-4.543,,130.2458393,1.2858,14.993,-4.926,5401.34,10.657,361.2457235,85.86861508,-7.097495692,182.4796307,1.897890359,5.39642815,5.40579,189.1351844,2.42341667,39.48252826,62.75759395,5.68567,205.8936779,3.780674987,,,,55.96196811
Driver,Premium,101.0133321,,,,46.204,-7.967,18.381,-5.293,,128.7124195,1.2742,15.03,-5.295,4281.76,0.416,371.7601205,88.23155212,-27.59461504,199.9826534,-11.22506954,-6.351784399,6.11952,192.7453173,-11.19644769,40.46433835,63.03036307,5.80952,210.515778,-11.28707694,,,,19.82563311
Driver,Premium,101.7023085,-4.836,-6.348,7.086614173,43.98,-11.378,13.292,-3.419,2.929,141.3515569,1.3898,10.156,-3.941,4458.75,16.626,416.6374056,73.69952738,14.0377057,206.9499715,18.83398805,5.137337224,5.4539,215.1127368,20.76173317,33.32421535,62.41882453,5.77317,237.7395618,26.1120581,,,,106.2844307
Driver,Premium,99.16338583,-3.418,-3.069,5.354330709,47.541,-6.203,16.189,-3.248,-0.178,132.9254653,1.3405,13.442,-3.221,3626.6,4.861,382.386931,76.31019283,-9.577941753,208.1497707,-1.460298611,-2.964994107,5.56943,203.7251018,-1.628039692,34.05379736,68.54062261,5.40943,230.0781972,-0.625059386,,,,29.46288137
Driver,Premium,102.8811739,,,,,,11.512,-3.348,,143.3151396,1.393,9.611,-2.942,2763.61,-11.651,405.3113091,54.51895776,-42.45189492,201.7945341,-26.31620916,5.304344639,4.51161,213.4712407,-28.51653434,26.38706212,70.96137758,4.88244,250.5710457,-35.55856849,,,,-52.86219277
Driver,Premium,101.1117573,-1.803,1.534,2.362204724,50.668,0.056,11.138,-2.111,-3.646,143.4943182,1.4192,9.114,-1.529,2997.86,-0.43,421.7997373,58.97794731,-12.07190427,218.374717,-6.719364487,1.128524964,5.09759,220.5047954,-6.791100643,27.93580368,70.13512579,5.16767,255.6413435,-7.986864965,,,,-2.72328769
Driver,Premium,101.8186292,-2.372,-0.851,3.031496063,51.038,-2.771,10.947,-0.067,0.784,144.2295991,1.4165,9.105,-0.178,2643.21,-4.147,415.6656591,53.84019642,-10.15165689,217.5369423,-8.978163408,-0.015583177,5.07228,217.4117176,-8.967751927,26.60034334,67.32002871,5.06802,252.0048622,-11.8527122,,,,-24.87856382
Driver,Premium,105.0510021,-2.982,-1.274,3.858267717,47.794,-3.982,11.301,-3.102,-1.828,144.1038833,1.3718,8.466,-2.732,4088.65,6.509,433.4850261,68.00657789,-1.711568824,223.2476366,5.855373543,-2.391091351,5.83002,219.5713521,5.420857825,32.24003584,64.04037807,5.69002,245.2806257,8.291839956,,,,47.63168289
Driver,Premium,102.8834109,-3.308,0.075,4.291338583,48.476,-2.859,7.558,-4.006,-4.081,146.5875537,1.4248,5.71,-3.305,2874.45,-14.504,381.8061909,31.60312312,-44.90504282,208.4218741,-32.76968739,-4.452972762,4.59086,196.8289991,-29.82261135,18.98777144,69.66780746,4.22086,238.4654954,-40.15071255,,,,-55.66979762
Driver,Premium,103.9370079,-1.383,0.274,1.732283465,54.139,-0.726,11.037,3.501,3.228,144.1955977,1.3873,9.241,3.025,2658.11,-1.02,410.6164667,54.14941946,24.12550588,217.7540087,15.58539118,-1.164359522,5.0095,215.2904526,15.32028912,26.62659616,70.7725755,4.9295,252.6850347,19.30693361,,,,11.89951312
Driver,Premium,104.4828203,-2.379,-0.666,3.031496063,49.872,-2.673,10.912,2.14,2.806,148.5142269,1.4214,8.345,1.588,3870.14,4.221,457.072671,78.89439285,27.29899129,225.5526567,17.50633447,3.095784582,5.80275,230.1855826,18.08847241,34.51384967,65.33501058,5.97801,254.3741141,20.92380739,,,,35.16685212
Driver,Premium,104.1360952,-1.526,0.537,1.929133858,53.291,-0.601,12.266,-4.255,-4.792,146.2703561,1.4046,8.655,-2.973,5552.16,1.92,439.3089475,58.97114658,-21.75754065,223.306042,-12.43999972,0.014377551,5.30526,223.1007335,-12.42554715,28.79484481,66.77406809,5.29808,251.4398789,-14.42356431,,,,-2.566753514
Driver,Premium,104.4917681,,,,49.996,-0.609,6.546,-5.066,,144.4005011,1.3819,4.696,-3.751,3249.31,-2.841,414.6926109,40.92579868,-35.47491014,213.5359829,-21.18094977,-4.201107468,5.24642,204.9269763,-20.00918072,24.69319233,61.56901248,4.92642,236.2427927,-24.20867422,,,,-19.87182457
Driver,Premium,102.458393,-1.411,0.222,1.850393701,50.795,-0.929,11.198,-4.223,-4.445,144.3555387,1.4089,9.357,-3.559,2800.17,-32.264,321.0310298,32.10698995,-53.96894556,171.0586399,-42.35188232,0.678639075,3.81969,172.7297714,-43.040498,19.38854231,67.13261754,3.87429,212.2375067,-59.59009871,,,,-97.71981184
Driver,Premium,102.4360236,-1.826,0.61,2.244094488,52.317,-0.801,11.377,0.53,-0.08,145.6862921,1.4222,9.437,0.542,2805.79,-8.725,413.7203887,53.9235674,-15.45747625,225.6130139,-16.63537164,-4.49769028,5.28425,217.1229419,-15.22857046,26.55803569,68.09503843,4.99425,251.5496405,-20.82564743,,,,-51.83014469
Driver,Premium,101.6575698,-1.908,-0.055,2.480314961,51.521,-1.572,10.584,-1.027,-0.972,146.1173497,1.4373,8.541,-0.865,2973.38,-0.186,456.1396721,63.388586,-5.058521462,226.7520201,-1.148786059,-0.784938284,5.80549,225.5004457,-1.170297295,32.12572001,60.60577668,5.75549,250.9067931,-0.745256202,,,,6.702189717
Driver,Premium,102.7268253,-2.37,0.141,2.913385827,50.908,-1.786,9.98,-0.481,-0.622,146.9700698,1.4307,8.076,-0.384,2783.65,-13.542,399.5319427,44.1282291,-25.75247471,218.0609123,-22.46507733,-2.831117731,4.89658,211.7354412,-21.16734743,23.22769071,68.18961227,4.68658,249.1937647,-28.67279044,,,,-59.26478111
Driver,Premium,103.7177881,-3.739,0.545,5,49.99,-2.6,9.272,0.296,-0.249,147.2250805,1.4195,7.346,0.334,2816.63,-3.631,421.4279295,49.30514404,-4.154147828,221.1094816,-3.920266038,-2.732899762,5.26392,215.7572833,-3.744724869,25.97088751,64.76532329,5.07392,248.7716837,-4.936662144,,,,-15.00660033
Driver,Premium,103.4896206,-1.173,0.273,1.417322835,49.584,-0.726,10.981,-0.799,-1.072,147.1476825,1.4219,8.942,-0.616,2990.75,-8.936,425.0504401,57.19850035,-24.5153716,224.2315095,-19.9058762,-3.557575166,5.38507,218.0208681,-18.85323375,28.82044657,66.60403485,5.16507,249.9419815,-24.17498175,,,,-49.5509324
Driver,Premium,101.650859,-1.961,-0.548,2.519685039,51.511,-2.109,11.809,-0.818,-0.269,144.3984878,1.4205,9.7,-0.775,3025.89,2.863,436.3178143,67.90190335,2.735986221,225.9793798,4.65783729,-1.879731106,5.66027,222.9308128,4.47349073,31.50690698,66.81698172,5.55027,251.9314541,6.217957071,,,,22.46343547
Driver,Premium,103.6193629,-2.857,0.033,3.700787402,50.251,-2.345,10.148,0.656,0.622,146.709243,1.4158,8.352,0.568,2619.84,-8.244,381.8394318,41.83489857,-9.59374068,214.5344451,-10.52098838,-4.045983295,4.65396,204.7542671,-9.505564164,21.51009712,75.20844959,4.36396,249.9899876,-14.08119849,,,,-34.59810196
Driver,Premium,103.7468683,-2.13,0.104,2.559055118,50.833,-1.632,10.924,1.176,1.072,148.3012706,1.4294,8.473,0.971,3622.38,-2.214,456.8407354,72.65850497,8.500270168,231.2914607,6.759756662,-1.210573435,5.8472,229.4316743,6.644938969,33.55865557,65.49373728,5.7772,255.1064292,8.254934972,,,,8.2727688
Driver,Limited Distance Soft,97.16580172,,,,48.264,7.448,16.834,16.418,,130.3579098,1.3416,14.608,14.838,3488.8,25.781,373.2838218,84.39245319,147.9018904,125.5385964,51.64328438,28.04891649,3.16963,190.324501,87.13367983,41.94981004,56.66562379,6.01538,206.1332326,95.55614644,,,,122.688905
Driver,Limited Distance Soft,103.5880458,-1.37,3.054,1.929133858,46.873,1.771,11.483,9.549,6.495,144.4933339,1.3949,8.351,7.934,5039.14,15.935,423.3337763,74.86988603,109.9609817,185.1574432,58.63031472,13.36668236,5.1191,204.6973745,68.17981659,39.0296179,54.65403743,6.05184,218.8398904,74.78479993,,,,122.6570552
